INCIDENT_DATE,TIME_OF_DAY,AIRPORT,STATE,OPERATOR,AIRCRAFT,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,PHASE_OF_FLIGHT,HEIGHT,SPEED,SKY,DAMAGE_LEVEL,PARTS_STRUCK,PARTS_DAMAGED,ENGINE_INGESTION,SPECIES,SIZE,NUM_STRUCK
2017-05-27,Night,READING REGNL ARPT/CARL A SPAATZ FIELD,PA,QUEST DIAGNOSTICS,BE-58 BARON,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,3000.0,185.0,Some Cloud,Undetermined,2,2,No,Unknown bird - small,Small,2-10
2017-07-14,,LUIS MUNOZ MARIN INTL,PR,CAPE AIR,BN-2A ISLAND,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Landing Roll,0.0,,No Cloud,Undetermined,1,1,No,Green heron,Small,1
2017-02-14,Day,BAHRAIN INTL,FN,FEDEX EXPRESS,MD-11,airplane,"27,001-272,000 kg",turbofan,3.0,Take-off Run,0.0,100.0,Some Cloud,Undetermined,1,1,No,Gulls,Medium,1
2017-02-14,Day,UNKNOWN,,GOVERNMENT,C-185,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,1500.0,120.0,No Cloud,Undetermined,1,1,No,Unknown bird - small,Small,1
2017-02-15,Day,CHARLOTTE/DOUGLAS INTL ARPT,NC,PSA AIRLINES,CRJ700,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,100.0,No Cloud,Undetermined,1,1,No,White-tailed deer,Large,1
2017-02-17,Day,PORTLAND INTL (OR),OR,SOUTHWEST AIRLINES,B-737-700,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1800.0,180.0,Overcast,Undetermined,1,1,No,Northern pintail,Medium,1
2017-03-03,,UNKNOWN,,BARON AVIATION SERVICES,C-208,airplane,"2,251-5,700 kg",turboprop,1.0,En Route,5200.0,140.0,No Cloud,Undetermined,2,1,No,Unknown bird - large,Large,1
2017-03-06,Day,NEOSHO HUGH ROBINSON ARPT,MO,BUSINESS,PA-34 SENECA,airplane,"2,250 kg or less",reciprocating engine,2.0,Climb,500.0,110.0,Overcast,Minor,1,1,No,Canada goose,Large,1
2017-03-09,Night,MANASSAS REGNL ARPT/HARRY P. DAVIS FIELD,VA,CHANTILLY AIR,LEARJET-60,airplane,"2,251-5,700 kg",turbofan,2.0,Approach,600.0,140.0,No Cloud,Undetermined,1,1,No,Unknown bird - large,Large,1
2017-03-10,,UNKNOWN,,BUSINESS,BE-200 KING,airplane,"2,251-5,700 kg",turboprop,2.0,,,,,Minor,1,1,No,Unknown bird - small,Small,1
2017-03-18,,SAN CARLOS ARPT,CA,BUSINESS,PILATUS PC-12,airplane,"2,251-5,700 kg",turboprop,1.0,Approach,10.0,110.0,Overcast,Undetermined,1,1,No,Canada goose,Large,1
2017-03-18,Night,UNKNOWN,,BUSINESS,PA-28,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,1200.0,80.0,No Cloud,Minor,2,1,No,Snow goose,Large,1
2017-03-23,,UNKNOWN,,BUSINESS,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,,,,,Minor,1,1,No,Unknown bird - large,Large,1
2017-03-25,Day,UNKNOWN,,BUSINESS,SIKORSKY S-76,helicopter,"2,251-5,700 kg",turboshaft,2.0,En Route,500.0,140.0,Some Cloud,Undetermined,2,1,No,Unknown bird - large,Large,1
2017-05-08,,UNKNOWN,,US CUSTOMS AND BORDER PROTECTION,LOCKHEED P3B,airplane,"27,001-272,000 kg",turboprop,4.0,,,,Some Cloud,Undetermined,2,2,No,Unknown bird - medium,Medium,2-10
2017-05-21,Day,READING REGNL ARPT/CARL A SPAATZ FIELD,PA,BUSINESS,C-172,airplane,"2,250 kg or less",reciprocating engine,1.0,Climb,850.0,90.0,Overcast,Undetermined,1,1,No,Unknown bird - large,Large,1
2017-03-31,Day,UNKNOWN,,BUSINESS,PA-28,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,2500.0,90.0,Some Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2017-04-02,,UNKNOWN,,BUSINESS,GULFSTREAM V,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,American robin,Small,1
2017-04-10,Night,NAPLES MUNICIPAL,FL,ENDEAVOR AIR,CITATIONJET,airplane,"2,251-5,700 kg",turbofan,2.0,Take-off Run,0.0,100.0,No Cloud,Undetermined,1,1,No,Coyote,Large,1
2017-04-16,,UNKNOWN,,AMERICAN AIRLINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Savannah sparrow,Small,2-10
2017-04-18,,UNKNOWN,,BUSINESS,C-172,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,1000.0,100.0,Some Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2017-04-18,Night,NORTHWEST ALABAMA REGIONAL ARPT,AL,BUSINESS,PILATUS PC-12,airplane,"2,251-5,700 kg",turboprop,1.0,Approach,3500.0,180.0,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2017-04-18,Night,NEWARK LIBERTY INTL ARPT,NJ,UNITED AIRLINES,B-737-900,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,,No Cloud,Undetermined,1,1,No,Hooded merganser,Medium,1
2017-04-18,Day,PITTSBURGH INTL ARPT,PA,AMERICAN AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,300.0,140.0,No Cloud,Undetermined,3,3,No,Cooper's hawk,Medium,1
2017-04-21,Day,UNKNOWN,,BUSINESS,CIRRUS SR 20/22,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,3200.0,125.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2017-04-28,Day,JOHN WAYNE-ORANGE COUNTY ARPT,CA,SOUTHWEST AIRLINES,B-737-700,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,500.0,155.0,Some Cloud,Undetermined,1,1,No,Double-crested cormorant,Large,2-10
2017-04-26,Day,HEMET-RYAN ARPT,CA,BUSINESS,PA-28,airplane,"2,250 kg or less",reciprocating engine,1.0,Climb,200.0,87.0,No Cloud,Minor,2,2,No,Unknown bird - small,Small,1
2017-04-29,,UNKNOWN,,AMERIFLIGHT,BE-1900,airplane,"5,701-27,000 kg",turboprop,2.0,,,,,Undetermined,1,1,No,Unknown bird,,1
2017-09-17,,CAPITAL (BEIJING),FN,BUSINESS,C-650,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,,,Some Cloud,Undetermined,1,1,No,Swallows,Small,1
2017-08-19,Day,AUSTIN-BERGSTROM INTL,TX,SOUTHWEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2500.0,210.0,Some Cloud,Undetermined,1,1,No,Turkey vulture,Large,1
2017-04-30,Day,PITTSBURGH INTL ARPT,PA,SKYWEST AIRLINES,EMB-170,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,450.0,200.0,Some Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2017-05-06,Dusk,WEST PLAINS REGIONAL ARPT,MO,BUSINESS,C-401,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Landing Roll,0.0,50.0,No Cloud,Undetermined,1,1,No,White-tailed deer,Large,1
2017-05-22,Night,ELIZABETH CITY CGAS/REGIONAL ARPT,NC,US COAST GUARD,HH-60G,helicopter,"5,701-27,000 kg",turboshaft,2.0,Approach,40.0,,Overcast,Minor,2,1,No,Black-billed cuckoo,Small,1
2017-05-11,,SACRAMENTO INTL,CA,AMERICAN AIRLINES,A-319,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,5000.0,250.0,,Minor,3,1,No,Red-eyed vireo,Small,2-10
2017-05-11,Day,FORT WORTH ALLIANCE,TX,FAA,BE-90 KING,airplane,"2,251-5,700 kg",turboprop,2.0,Climb,5000.0,190.0,Some Cloud,Undetermined,1,1,No,Unknown bird,,1
2017-05-14,Day,GILLESPIE FIELD ARPT,CA,BUSINESS,C-172,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,1000.0,100.0,No Cloud,Undetermined,2,2,No,Cliff swallow,Small,1
2017-05-14,Day,HENRY E ROHLSEN ARPT,VI,AMERICAN AIRLINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,,Undetermined,1,1,No,Western cattle egret,Small,1
2017-05-16,,UNKNOWN,,GOVERNMENT,C-182,airplane,"2,250 kg or less",reciprocating engine,1.0,,,,Some Cloud,Minor,1,1,No,Unknown bird - small,Small,1
2017-05-17,,WASHINGTON DULLES INTL ARPT,DC,JETBLUE AIRWAYS,EMB-190,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,Some Cloud,Undetermined,1,1,No,Great horned owl,Large,1
2017-05-18,,UNKNOWN,,SOUTHWEST AIRLINES,B-737-700,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,American barn owl,Medium,1
2017-07-31,,CHARLESTON EXECUTIVE ARPT,SC,BUSINESS,LEARJET-60,airplane,"2,251-5,700 kg",turbofan,2.0,Landing Roll,0.0,,No Cloud,Undetermined,3,3,No,White-tailed deer,Large,2-10
2017-06-19,Day,ARDMORE DOWNTOWN EXECUTIVE ARPT,OK,UNKNOWN,C-206,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,500.0,80.0,Overcast,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2017-09-08,Day,DAVID WAYNE HOOKS MEMORIAL ARPT,TX,BUSINESS,CL-300,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,3000.0,250.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2017-10-04,,LINCOLN ARPT,NE,DELTA AIR LINES,BE-35,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,1600.0,120.0,No Cloud,Undetermined,1,1,No,Lincoln's sparrow,Small,1
